,id,product_id,main_location_id,date,avg_price,ask,bid,created_at,main_location,updated_at
0,1,2,13,2021-06-01,98.2599996,100.93001392066954,96.29492549897502,2021-08-02 14:51:46,,2023-08-29 19:11:02
1,16,2,13,2021-06-28,86.79110884444445,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
2,110,2,13,2021-06-21,88.67802262222222,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
3,127,2,13,2021-06-16,92.50126646666666,97.65185924181594,85.07829278947452,2021-08-02 14:51:46,,2023-08-29 19:11:02
4,135,2,13,2021-06-29,86.98888988888889,92.10497157152184,84.39453732293263,2021-08-02 14:51:46,,2023-08-29 19:11:02
5,142,2,13,2021-07-29,102.08111244444444,103.13430792401412,100.90993614370872,2021-08-02 14:51:46,,2023-08-29 19:11:02
6,169,2,13,2021-07-12,96.50444197777776,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
7,244,2,13,2021-07-06,94.08666486666668,98.3924879239847,92.91211167153902,2021-08-02 14:51:46,,2023-08-29 19:11:02
8,271,2,13,2021-07-19,96.79204477777778,100.81924234734828,91.14864779451692,2021-08-02 14:51:46,,2023-08-29 19:11:02
9,278,2,13,2021-06-15,93.5942688,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
10,300,2,13,2021-06-25,86.3400014,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
11,350,2,13,2021-06-24,86.32000226666666,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
12,367,2,13,2021-06-02,97.96222262222224,104.538052012525,95.0552311613798,2021-08-02 14:51:46,,2023-08-29 19:11:02
13,425,2,13,2021-06-07,97.59333293333331,100.56170865582015,95.75756344640084,2021-08-02 14:51:46,,2023-08-29 19:11:02
14,558,2,13,2021-06-17,89.77520240000001,93.0826550911362,88.04704290043244,2021-08-02 14:51:46,,2023-08-29 19:11:02
15,619,2,13,2021-07-20,97.27535335555557,101.043190613037,95.8477934065108,2021-08-02 14:51:46,,2023-08-29 19:11:02
16,647,2,13,2021-07-23,99.45811124444444,99.69203041039694,98.14339851954438,2021-08-02 14:51:46,,2023-08-29 19:11:02
17,663,2,13,2021-07-15,96.4511125111111,99.3920615045767,95.08335916559588,2021-08-02 14:51:46,,2023-08-29 19:11:02
18,676,2,13,2021-07-14,95.98666893333332,97.64400866033267,87.92173831040833,2021-08-02 14:51:46,,2023-08-29 19:11:02
19,678,2,13,2021-07-21,97.53393553333336,101.40120340346516,93.74379301675444,2021-08-02 14:51:46,,2023-08-29 19:11:02
20,709,2,13,2021-07-30,101.5584431111111,104.94388374990318,100.30804111533864,2021-08-02 14:51:46,,2023-08-29 19:11:02
21,719,2,13,2021-07-01,88.4801992,91.96639381857258,86.25809628616437,2021-08-02 14:51:46,,2023-08-29 19:11:02
22,740,2,13,2021-06-14,94.51402115555555,102.3843531798859,87.40828071025298,2021-08-02 14:51:46,,2023-08-29 19:11:02
23,822,2,13,2021-07-02,90.39086913333334,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
24,823,2,13,2021-07-27,101.126002,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
25,830,2,13,2021-07-28,102.36777911111112,102.90949065111326,99.64691107822146,2021-08-02 14:51:46,,2023-08-29 19:11:02
26,947,2,13,2021-06-10,95.79395382222224,102.3501188918357,93.2657918697932,2021-08-02 14:51:46,,2023-08-29 19:11:02
27,1090,2,13,2021-07-07,95.80666606666666,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
28,1144,2,13,2021-06-18,89.32837591111111,93.17167691724588,81.66722520474531,2021-08-02 14:51:46,,2023-08-29 19:11:02
29,1147,2,13,2021-07-16,96.52444624444443,99.87175292793675,96.41035399867044,2021-08-02 14:51:46,,2023-08-29 19:11:02
30,1181,2,13,2021-07-09,96.6288892888889,97.26650194758032,93.20133212865773,2021-08-02 14:51:46,,2023-08-29 19:11:02
31,1199,2,13,2021-06-08,97.52666726666666,104.20158545023024,91.41185622656847,2021-08-02 14:51:46,,2023-08-29 19:11:02
32,1206,2,13,2021-06-23,87.27946473333334,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
33,1242,2,13,2021-06-04,98.0199992,103.73287164673066,94.95384170978772,2021-08-02 14:51:46,,2023-08-29 19:11:02
34,1267,2,13,2021-05-31,100.5828387306268,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
35,1313,2,13,2021-07-26,100.28055655555556,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
36,1335,2,13,2021-07-05,91.95555455555557,94.88723397576598,87.5305330836512,2021-08-02 14:51:46,,2023-08-29 19:11:02
37,1356,2,13,2021-06-30,88.02666726666666,90.90519865582225,83.69763948206031,2021-08-02 14:51:46,,2023-08-29 19:11:02
38,1443,2,13,2021-07-08,96.59555395555556,99.04797235144078,93.01946659498766,2021-08-02 14:51:46,,2023-08-29 19:11:02
39,1493,2,13,2021-06-11,95.15229122222225,,,2021-08-02 14:51:46,,2023-08-29 19:11:02
40,1494,2,13,2021-06-22,87.98022288888889,89.69558833133648,79.54149066025334,2021-08-02 14:51:46,,2023-08-29 19:11:02
41,1522,2,13,2021-07-22,98.79588655555555,102.88700755281153,93.7108264012831,2021-08-02 14:51:46,,2023-08-29 19:11:02
42,1652,2,13,2021-07-13,95.85333253333332,96.15839469773348,95.5126601931027,2021-08-02 14:51:46,,2023-08-29 19:11:02
43,1667,2,13,2021-06-09,97.27777777777776,99.97119246610852,92.11044298308812,2021-08-02 14:51:46,,2023-08-29 19:11:02
44,2077,2,13,2021-08-02,101.83977911111111,105.31625921670096,100.34302611513807,2021-08-03 12:57:48,,2023-08-29 19:11:02
45,2183,2,13,2021-08-03,101.70133466666668,102.10998640841822,97.60207063319314,2021-08-04 14:32:17,,2023-08-29 19:11:02
46,2250,2,13,2021-08-04,101.30444511111112,,,2021-08-05 13:27:06,,2023-08-29 19:11:02
47,2373,2,13,2021-08-05,100.90888822222225,102.54169366452436,100.23569086281664,2021-08-06 15:00:02,,2023-08-29 19:11:02
48,2710,2,13,2021-08-06,100.15110977777778,101.95163391070398,93.61603631323516,2021-08-09 14:25:56,,2023-08-29 19:11:02
49,2750,2,13,2021-08-09,100.14444644444444,101.55271603487871,96.27876994065642,2021-08-10 13:29:35,,2023-08-29 19:11:02
50,2810,2,13,2021-08-10,99.7977771111111,102.58425464973108,96.85670282484584,2021-08-11 13:26:27,,2023-08-29 19:11:02
51,2905,2,13,2021-08-11,99.6533356,102.10319066467872,97.55655993357902,2021-08-12 13:27:37,,2023-08-29 19:11:02
52,2942,2,13,2021-08-12,99.5399984,102.923894765994,97.35382530403754,2021-08-13 13:34:37,,2023-08-29 19:11:02
53,3062,2,13,2021-08-13,99.899999,,,2021-08-16 12:34:42,,2023-08-29 19:11:02
54,3144,2,13,2021-08-16,100.04444544444443,102.38469983195036,97.955537093778,2021-08-17 13:27:35,,2023-08-29 19:11:02
55,3211,2,13,2021-08-17,99.78444584444443,103.06006833876005,97.49121348496404,2021-08-18 13:27:39,,2023-08-29 19:11:02
56,3280,2,13,2021-08-18,99.79333193333332,101.96183696153612,99.13361181966502,2021-08-19 13:57:33,,2023-08-29 19:11:02
57,3389,2,13,2021-08-19,99.40666706666669,102.91152497384807,97.9886999327099,2021-08-20 15:58:09,,2023-08-29 19:11:02
58,7690,2,13,2021-08-20,99.18222382222224,101.5564879370128,97.68665932976998,2021-08-23 14:31:03,,2023-08-29 19:11:02
59,7718,2,13,2021-08-23,98.7200002,,,2021-08-24 14:10:39,,2023-08-29 19:11:02
60,7813,2,13,2021-08-24,98.1599986,103.72065554341034,94.07544335863108,2021-08-25 14:08:25,,2023-08-29 19:11:02
61,7873,2,13,2021-08-25,97.59333293333331,102.77217694352836,95.3778961527769,2021-08-26 14:30:14,,2023-08-29 19:11:02
62,8072,2,13,2021-08-26,96.91333513333332,101.23788422354713,94.6890011241178,2021-08-27 14:55:36,,2023-08-29 19:11:02
63,8172,2,13,2021-08-27,96.59333393333333,99.91952828586062,93.92390999487344,2021-08-30 14:18:36,,2023-08-29 19:11:02
64,8237,2,13,2021-08-30,95.95333153333333,96.86123837270054,94.4448789296727,2021-08-31 14:00:10,,2023-08-29 19:11:02
65,8289,2,13,2021-08-31,95.29333393333332,98.24920516843152,93.39964665739534,2021-09-01 14:00:27,,2023-08-29 19:11:02
66,8447,2,13,2021-09-01,94.8400014,97.54579832098004,91.43215854384454,2021-09-02 14:31:50,,2023-08-29 19:11:02
67,8575,2,13,2021-09-02,94.23333333333332,97.97115532213483,91.094833304867,2021-09-03 14:45:27,,2023-08-29 19:11:02
68,8743,2,13,2021-09-03,93.94222342222224,97.99677134748548,92.05714071869092,2021-09-06 15:59:55,,2023-08-29 19:11:02
69,8827,2,13,2021-09-06,93.62666726666669,,,2021-09-07 13:58:53,,2023-08-29 19:11:02
70,8922,2,13,2021-09-08,93.4199982,102.03115859157586,88.6197927659786,2021-09-09 14:53:41,,2023-08-29 19:11:02
71,9052,2,13,2021-09-09,93.3733358,98.19093028038664,89.7049741968136,2021-09-10 15:58:19,,2023-08-29 19:11:02
72,9252,2,13,2021-09-10,93.79333193333332,97.38216605368552,91.30684098597814,2021-09-13 14:54:01,,2023-08-29 19:11:02
73,9442,2,13,2021-09-13,93.8400014,96.10601368337616,90.10901447196768,2021-09-14 14:44:15,,2023-08-29 19:11:02
74,13704,2,13,2021-09-14,94.0400014,,,2021-09-15 14:59:01,,2023-08-29 19:11:02
75,13970,2,13,2021-09-15,93.99333493333332,,,2021-09-16 14:48:06,,2023-08-29 19:11:02
76,14025,2,13,2021-09-16,93.9800018,95.82232574884178,91.3953347105955,2021-09-17 13:59:39,,2023-08-29 19:11:02
77,14182,2,13,2021-09-17,93.9333354,94.9784936685159,90.98048777757204,2021-09-20 13:44:36,,2023-08-29 19:11:02
78,14242,2,13,2021-09-20,93.32666626666666,94.82641853047802,91.2505524707844,2021-09-21 14:19:55,,2023-08-29 19:11:02
79,14368,2,13,2021-09-21,92.6400004,95.41114756838756,89.7422573646103,2021-09-22 14:46:21,,2023-08-29 19:11:02
80,14433,2,13,2021-09-22,91.9533356,93.4961135212938,90.2391608520481,2021-09-23 13:58:54,,2023-08-29 19:11:02
81,14461,2,13,2021-09-23,91.50833126666669,92.74251338026048,88.92603114876961,2021-09-24 15:14:36,,2023-08-29 19:11:02
82,14749,2,13,2021-09-24,91.47333580000002,93.26089566808608,88.64758409465841,2021-09-27 14:49:31,,2023-08-29 19:11:02
83,14913,2,13,2021-09-27,91.4666646,93.93219922659944,88.81916057373591,2021-09-28 14:29:34,,2023-08-29 19:11:02
84,14986,2,13,2021-09-28,91.89333493333334,93.30394616920836,89.68884002354949,2021-09-29 14:00:00,,2023-08-29 19:11:02
85,15186,2,13,2021-09-29,92.07999773333334,,,2021-09-30 15:48:21,,2023-08-29 19:11:02
86,15287,2,13,2021-09-30,92.1050008,94.8258335405632,89.10816013491964,2021-10-01 15:33:10,,2023-08-29 19:11:02
87,15412,2,13,2021-10-01,91.98333233333334,95.35241136983971,89.5409503922853,2021-10-04 14:16:09,,2023-08-29 19:11:02
88,15493,2,13,2021-10-04,91.89166626666666,92.88452848819482,88.41356779851453,2021-10-05 14:58:15,,2023-08-29 19:11:02
89,15551,2,13,2021-10-05,92.024999,,,2021-10-06 16:09:03,,2023-08-29 19:11:02
90,15701,2,13,2021-10-06,91.82666726666666,94.58261775927012,88.64095772305085,2021-10-07 15:24:38,,2023-08-29 19:11:02
91,15751,2,13,2021-10-07,91.40666806666668,95.86913132604047,86.7246478648579,2021-10-08 13:57:53,,2023-08-29 19:11:02
92,15798,2,13,2021-10-08,91.43333333333334,,,2021-10-11 14:33:06,,2023-08-29 19:11:02
93,15973,2,13,2021-10-11,91.28666893333332,,,2021-10-13 15:40:18,,2023-08-29 19:11:02
94,16052,2,13,2021-10-13,91.22666526666669,93.8245661135475,88.93192155155293,2021-10-14 13:58:34,,2023-08-29 19:11:02
95,16123,2,13,2021-10-14,91.2,93.81236287156868,88.6554335666264,2021-10-15 13:58:38,,2023-08-29 19:11:02
96,16374,2,13,2021-10-15,90.87333473333332,92.81425760447114,88.08992299126948,2021-10-18 16:01:31,,2023-08-29 19:11:02
97,16425,2,13,2021-10-18,90.68444484444444,,,2021-10-19 13:58:22,,2023-08-29 19:11:02
98,16466,2,13,2021-10-19,90.40888808888889,90.61987098075784,88.05917959169527,2021-10-20 13:57:16,,2023-08-29 19:11:02
99,16552,2,13,2021-10-20,90.32000226666666,91.57943553687582,86.03251141340243,2021-10-21 13:58:05,,2023-08-29 19:11:02
100,16618,2,13,2021-10-21,90.18888682222224,92.82893767814306,87.0633875397563,2021-10-22 15:19:51,,2023-08-29 19:11:02
101,16738,2,13,2021-10-22,89.98222182222223,91.79265903457151,86.21273588001107,2021-10-25 15:09:11,,2023-08-29 19:11:02
102,16782,2,13,2021-10-25,89.66666766666667,93.04894348316532,87.64875212083234,2021-10-26 14:50:09,,2023-08-29 19:11:02
103,16853,2,13,2021-10-26,89.06666566666667,92.3877222308678,88.78636223431845,2021-10-27 15:00:51,,2023-08-29 19:11:02
104,17043,2,13,2021-10-27,88.2733358,91.53267188373071,87.58109778253667,2021-10-28 16:06:31,,2023-08-29 19:11:02
105,17094,2,13,2021-10-28,87.7199992,90.07450626942912,86.55081089179596,2021-10-29 13:59:08,,2023-08-29 19:11:02
106,17308,2,13,2021-10-29,87.5906644,,,2021-11-01 15:53:17,,2023-08-29 19:11:02
107,17614,2,13,2021-11-01,87.08666893333333,,,2021-11-03 14:58:54,,2023-08-29 19:11:02
108,17816,2,13,2021-11-03,86.7600006,,,2021-11-04 15:54:03,,2023-08-29 19:11:02
109,18041,2,13,2021-11-04,84.50666806666666,88.10141207204276,83.02450551365735,2021-11-05 16:05:08,,2023-08-29 19:11:02
110,18232,2,13,2021-11-05,84.91333513333333,87.95199857091582,83.5840655576729,2021-11-08 16:32:38,,2023-08-29 19:11:02
111,18326,2,13,2021-11-08,84.42666419999999,,,2021-11-09 15:09:14,,2023-08-29 19:11:02
112,18432,2,13,2021-11-09,83.92666526666666,,,2021-11-10 14:40:16,,2023-08-29 19:11:02
113,18616,2,13,2021-11-10,83.63333433333334,,,2021-11-11 15:27:22,,2023-08-29 19:11:02
114,18671,2,13,2021-11-11,83.33333126666666,,,2021-11-12 14:03:38,,2023-08-29 19:11:02
115,18932,2,13,2021-11-12,82.7399994,,,2021-11-16 15:13:40,,2023-08-29 19:11:02
116,18997,2,13,2021-11-16,82.55333453333334,,,2021-11-17 14:04:44,,2023-08-29 19:11:02
117,19189,2,13,2021-11-17,82.31333106666666,,,2021-11-18 15:07:55,,2023-08-29 19:11:02
118,19238,2,13,2021-11-18,82.31333413333333,,,2021-11-19 15:10:57,,2023-08-29 19:11:02
119,19321,2,13,2021-11-19,82.52000226666667,,,2021-11-22 16:56:16,,2023-08-29 19:11:02
120,19378,2,13,2021-11-22,82.5199992,,,2021-11-23 14:56:48,,2023-08-29 19:11:02
121,19452,2,13,2021-11-23,82.60666506666666,,,2021-11-24 15:39:18,,2023-08-29 19:11:02
122,19499,2,13,2021-11-24,82.7333354,,,2021-11-25 15:16:05,,2023-08-29 19:11:02
123,19651,2,13,2021-11-25,82.52666526666667,,,2021-11-26 15:16:32,,2023-08-29 19:11:02
124,19746,2,13,2021-11-26,82.50666806666666,,,2021-11-29 16:06:50,,2023-08-29 19:11:02
125,19828,2,13,2021-11-29,82.56500246666667,,,2021-11-30 13:41:15,,2023-08-29 19:11:02
126,19894,2,13,2021-11-30,82.6533356,,,2021-12-01 12:43:27,,2023-08-29 19:11:02
127,19928,2,13,2021-12-01,82.93666586666667,,,2021-12-02 14:27:47,,2023-08-29 19:11:02
128,20037,2,13,2021-12-02,82.99555802222223,,,2021-12-03 15:57:45,,2023-08-29 19:11:02
129,20187,2,13,2021-12-03,83.72889028888888,,,2021-12-06 15:50:36,,2023-08-29 19:11:02
130,20230,2,13,2021-12-06,84.36444264444445,,,2021-12-07 15:19:31,,2023-08-29 19:11:02
131,20311,2,13,2021-12-07,85.65666706666667,,,2021-12-08 14:29:30,,2023-08-29 19:11:02
132,20372,2,13,2021-12-08,85.83666486666668,,,2021-12-09 13:52:03,,2023-08-29 19:11:02
133,20482,2,13,2021-12-09,86.2799988,,,2021-12-10 15:58:57,,2023-08-29 19:11:02
134,20691,2,13,2021-12-10,86.600001,,,2021-12-13 15:43:41,,2023-08-29 19:11:02
135,20806,2,13,2021-12-13,87.05333453333333,,,2021-12-14 14:04:42,,2023-08-29 19:11:02
136,20864,2,13,2021-12-14,87.2899984,,,2021-12-15 13:13:03,,2023-08-29 19:11:02
137,20987,2,13,2021-12-15,87.36666873333333,,,2021-12-16 14:03:54,,2023-08-29 19:11:02
138,21112,2,13,2021-12-16,87.19333393333334,,,2021-12-17 13:50:52,,2023-08-29 19:11:02
139,21183,2,13,2021-12-17,86.72222222222223,,,2021-12-20 14:01:03,,2023-08-29 19:11:02
140,21270,2,13,2021-12-20,87.20166526666667,,,2021-12-21 13:15:07,,2023-08-29 19:11:02
141,21319,2,13,2021-12-21,87.48500059999999,,,2021-12-22 12:47:20,,2023-08-29 19:11:02
142,21427,2,13,2021-12-22,87.9766642,,,2021-12-23 13:58:05,,2023-08-29 19:11:02
143,21489,2,13,2021-12-23,88.51666766666666,,,2021-12-24 12:50:34,,2023-08-29 19:11:02
144,21557,2,13,2021-12-27,89.0,,,2021-12-28 13:45:48,,2023-08-29 19:11:02
145,21643,2,13,2021-12-28,89.5900014,90.6863710733721,88.40181932676036,2021-12-29 13:02:17,,2023-08-29 19:11:02
146,21751,2,13,2021-12-29,89.60333253333333,,,2021-12-30 15:03:22,,2023-08-29 19:11:02
147,21890,2,13,2021-12-30,89.74166873333333,,,2021-12-31 13:57:11,,2023-08-29 19:11:02
148,21927,2,13,2022-01-03,90.30666606666666,91.76794858956414,89.08791138305767,2022-01-04 13:11:19,,2023-08-29 19:11:02
149,22250,2,13,2022-01-04,91.79999793333332,,,2022-01-05 15:32:02,,2023-08-29 19:11:02
150,22339,2,13,2022-01-05,92.03333333333336,,,2022-01-06 13:19:43,,2023-08-29 19:11:02
151,22386,2,13,2022-01-06,92.74666746666666,,,2022-01-07 13:17:13,,2023-08-29 19:11:02
152,22582,2,13,2022-01-07,92.70666506666667,,,2022-01-10 15:06:37,,2023-08-29 19:11:02
153,22702,2,13,2022-01-10,93.40666506666666,,,2022-01-11 15:00:54,,2023-08-29 19:11:02
154,22824,2,13,2022-01-11,94.32666826666666,,,2022-01-12 14:06:55,,2023-08-29 19:11:02
155,22940,2,13,2022-01-12,94.4700012,96.12243471296117,93.71939995167786,2022-01-13 15:46:32,,2023-08-29 19:11:02
156,23024,2,13,2022-01-13,95.42333473333332,,,2022-01-14 13:18:42,,2023-08-29 19:11:02
157,23214,2,13,2022-01-17,96.625,,,2022-01-18 14:54:18,,2023-08-29 19:11:02
158,23257,2,13,2022-01-14,95.94000246666668,,,2022-01-18 15:16:24,,2023-08-29 19:11:02
159,23319,2,13,2022-01-18,99.2,,,2022-01-19 12:35:02,,2023-08-29 19:11:02
160,23397,2,13,2022-01-19,97.69333493333332,,,2022-01-20 12:27:14,,2023-08-29 19:11:02
161,23467,2,13,2022-01-20,98.03333333333336,,,2022-01-21 12:30:03,,2023-08-29 19:11:02
162,23580,2,13,2022-01-21,98.16666766666668,,,2022-01-24 14:07:27,,2023-08-29 19:11:02
163,23637,2,13,2022-01-24,98.2599996,,,2022-01-25 12:29:02,,2023-08-29 19:11:02
164,23722,2,13,2022-01-25,97.97333580000002,,,2022-01-26 12:28:29,,2023-08-29 19:11:02
165,23837,2,13,2022-01-26,98.03333433333334,,,2022-01-27 14:48:56,,2023-08-29 19:11:02
166,23917,2,13,2022-01-27,97.84666746666666,,,2022-01-28 12:29:26,,2023-08-29 19:11:02
167,24041,2,13,2022-01-28,97.8599986,,,2022-01-31 14:12:09,,2023-08-29 19:11:02
168,24105,2,13,2022-01-31,97.77333473333331,,,2022-02-01 12:30:23,,2023-08-29 19:11:02
169,24218,2,13,2022-02-01,97.7,,,2022-02-02 13:15:45,,2023-08-29 19:11:02
170,24294,2,13,2022-02-02,97.3599996,,,2022-02-03 14:34:47,,2023-08-29 19:11:02
171,24615,2,13,2022-02-03,98.7,,,2022-02-04 15:28:27,,2023-08-29 19:11:02
172,24743,2,13,2022-02-04,97.89333293333334,,,2022-02-07 13:39:39,,2023-08-29 19:11:02
173,24804,2,13,2022-02-07,97.80666806666666,,,2022-02-08 12:30:14,,2023-08-29 19:11:02
174,24994,2,13,2022-02-08,97.78666486666668,,,2022-02-09 14:32:52,,2023-08-29 19:11:02
